description,category
Neighborhood bin with paper bundles ignored by hauler near Industrial park during evening rush during heat wave.,recyclables
Oil drum with flammable mix stored without label near Shopping arcade during evening rush after heavy rain.,hazardous
Food cart with meat waste drawing pests near Tech campus during midnight patrol amid high winds.,organic
Monitor pile with motherboards rusting outdoors near Transit hub during evening rush following festival.,e-waste
Contractor debris with household junk spread across verge near Harbor pier during storm aftermath after heavy rain.,illegal_dumping
Appliance stack with metal frames crushing plants near Warehouse district during noon inspection on foggy day.,bulk
Curbside tote with cardboard flats contaminated with trash near Harbor pier during early morning after heavy rain.,recyclables
Battery crate with toxic sludge knocked on its side near Recreation center during weekend cleanup after heavy rain.,hazardous
Yard bag stack with rotting scraps mixed with litter near Industrial park during midnight patrol after heavy rain.,organic
Printer stack with old laptops mixed with trash near Suburban cul-de-sac during early morning on foggy day.,e-waste
Trash bag pile with demolition scraps tossed behind fence near Riverbank during evening rush after parade.,illegal_dumping
Sofa set with metal frames leaning on hydrant near Community garden during storm aftermath after parade.,bulk
Sorting bay with cardboard flats contaminated with trash near Bike lane near station during late afternoon during market day.,recyclables
Oil drum with acidic runoff emitting fumes near Downtown plaza during late afternoon after heavy rain.,hazardous
Produce pallet with leaf piles left in sun near Riverbank during weekend cleanup on foggy day.,organic
Battery tote with lithium cells mixed with trash near Campus edge during noon inspection after heavy rain.,e-waste
Pickup truck load with demolition scraps tossed behind fence near Bike lane near station during late afternoon after parade.,illegal_dumping
Sofa set with drywall sheets left for weeks near Riverbank during midnight patrol after parade.,bulk
Curbside tote with plastic bottles jammed and uncollected near Tech campus during holiday weekend amid high winds.,recyclables
Oil drum with acidic runoff seeping toward drain near Harbor pier during weekend cleanup during heat wave.,hazardous
Grocery dumpster with leaf piles smelling strongly near Industrial park during noon inspection after heavy rain.,organic
Monitor pile with broken screens dumped beside alley near City park during storm aftermath following festival.,e-waste
Trash bag pile with household junk blocking fire lane near Transit hub during storm aftermath during market day.,illegal_dumping
Appliance stack with metal frames leaning on hydrant near City park during midnight patrol during heat wave.,bulk
Sorting bay with cardboard flats overflowing onto sidewalk near Community garden during holiday weekend during market day.,recyclables
Paint bucket with corrosive fluid emitting fumes near Riverbank during weekend cleanup during market day.,hazardous
Food cart with leaf piles smelling strongly near Bike lane near station during weekend cleanup after heavy rain.,organic
Printer stack with broken screens stacked without cover near Warehouse district during holiday weekend amid high winds.,e-waste
Contractor debris with site rubble burned in pit near Old Town during noon inspection after parade.,illegal_dumping
Pallet mountain with metal frames obstructing sidewalk near Warehouse district during weekend cleanup after parade.,bulk
Neighborhood bin with paper bundles jammed and uncollected near Old Town during noon inspection amid high winds.,recyclables
Battery crate with flammable mix emitting fumes near Suburban cul-de-sac during late afternoon during heat wave.,hazardous
Food cart with spoiled fruit left in sun near Transit hub during midnight patrol during market day.,organic
Monitor pile with broken screens rusting outdoors near Bike lane near station during early morning after parade.,e-waste
Contractor debris with household junk tossed behind fence near Harbor pier during midnight patrol following festival.,illegal_dumping
Appliance stack with drywall sheets encroaching roadway near Transit hub during midnight patrol during heat wave.,bulk
Curbside tote with cardboard flats overflowing onto sidewalk near Campus edge during noon inspection following festival.,recyclables
Chemical tote with lab waste seeping toward drain near Tech campus during evening rush amid high winds.,hazardous
Produce pallet with meat waste left in sun near Bike lane near station during evening rush during market day.,organic
Server rack with broken screens stacked without cover near Tech campus during holiday weekend during heat wave.,e-waste
Trash bag pile with site rubble abandoned overnight near Downtown plaza during weekend cleanup following festival.,illegal_dumping
Pallet mountain with scrap lumber encroaching roadway near Recreation center during early morning after heavy rain.,bulk
Blue cart with cardboard flats jammed and uncollected near Community garden during midnight patrol following festival.,recyclables
Battery crate with acidic runoff emitting fumes near City park during late afternoon following festival.,hazardous
Yard bag stack with spoiled fruit left in sun near Campus edge during noon inspection after parade.,organic
Battery tote with lithium cells rusting outdoors near Downtown plaza during evening rush amid high winds.,e-waste
Mattress heap with mixed refuse burned in pit near Bike lane near station during midnight patrol during heat wave.,illegal_dumping
Appliance stack with metal frames crushing plants near City park during late afternoon during market day.,bulk
Neighborhood bin with paper bundles overflowing onto sidewalk near Suburban cul-de-sac during holiday weekend amid high winds.,recyclables
Solvent barrel with toxic sludge stored without label near Downtown plaza during weekend cleanup after heavy rain.,hazardous
Grocery dumpster with meat waste smelling strongly near Old Town during early morning following festival.,organic
Monitor pile with cables awaiting pickup near Recreation center during evening rush following festival.,e-waste
Contractor debris with demolition scraps tossed behind fence near Recreation center during midnight patrol after heavy rain.,illegal_dumping
Pallet mountain with upholstery encroaching roadway near Community garden during holiday weekend during heat wave.,bulk
Neighborhood bin with cardboard flats strewn across curb near Tech campus during evening rush following festival.,recyclables
Chemical tote with flammable mix stored without label near City park during late afternoon during heat wave.,hazardous
Yard bag stack with spoiled fruit drawing pests near Downtown plaza during weekend cleanup following festival.,organic
Device crate with old laptops dumped beside alley near Old Town during holiday weekend following festival.,e-waste
Contractor debris with demolition scraps tossed behind fence near Riverbank during holiday weekend during market day.,illegal_dumping
Carpet roll with upholstery obstructing sidewalk near Recreation center during storm aftermath following festival.,bulk
Drop-off cage with plastic bottles ignored by hauler near Campus edge during weekend cleanup after parade.,recyclables
Battery crate with flammable mix knocked on its side near Tech campus during late afternoon amid high winds.,hazardous
Food cart with coffee grounds smelling strongly near Recreation center during late afternoon on foggy day.,organic
Server rack with cables dumped beside alley near Shopping arcade during early morning following festival.,e-waste
Contractor debris with mixed refuse spread across verge near Bike lane near station during weekend cleanup during market day.,illegal_dumping
Pallet mountain with drywall sheets obstructing sidewalk near Old Town during storm aftermath during market day.,bulk
Drop-off cage with cardboard flats contaminated with trash near City park during noon inspection following festival.,recyclables
Battery crate with toxic sludge stored without label near Harbor pier during holiday weekend during heat wave.,hazardous
Grocery dumpster with meat waste mixed with litter near Industrial park during midnight patrol following festival.,organic
Battery tote with cables dumped beside alley near Shopping arcade during weekend cleanup amid high winds.,e-waste
Pickup truck load with household junk burned in pit near Campus edge during noon inspection after parade.,illegal_dumping
Appliance stack with scrap lumber obstructing sidewalk near Tech campus during late afternoon after parade.,bulk
Neighborhood bin with cardboard flats contaminated with trash near Riverbank during late afternoon on foggy day.,recyclables
Paint bucket with corrosive fluid knocked on its side near Downtown plaza during storm aftermath amid high winds.,hazardous
Grocery dumpster with rotting scraps smelling strongly near Bike lane near station during holiday weekend amid high winds.,organic
Device crate with old laptops awaiting pickup near Transit hub during early morning after parade.,e-waste
Contractor debris with household junk tossed behind fence near Warehouse district during weekend cleanup during market day.,illegal_dumping
Appliance stack with furniture crushing plants near Tech campus during storm aftermath on foggy day.,bulk
Neighborhood bin with cardboard flats strewn across curb near Harbor pier during early morning during market day.,recyclables
Oil drum with lab waste emitting fumes near Shopping arcade during noon inspection on foggy day.,hazardous
Produce pallet with meat waste smelling strongly near Suburban cul-de-sac during storm aftermath following festival.,organic
Server rack with cables mixed with trash near Harbor pier during late afternoon following festival.,e-waste
Contractor debris with site rubble blocking fire lane near Riverbank during midnight patrol following festival.,illegal_dumping
Pallet mountain with scrap lumber left for weeks near Suburban cul-de-sac during weekend cleanup after parade.,bulk
Neighborhood bin with glass jars ignored by hauler near Community garden during early morning amid high winds.,recyclables
Paint bucket with corrosive fluid stored without label near Bike lane near station during weekend cleanup during market day.,hazardous
Food cart with coffee grounds blocking walkway near Harbor pier during early morning during market day.,organic
Device crate with motherboards dumped beside alley near Campus edge during noon inspection after heavy rain.,e-waste
Construction sack with site rubble blocking fire lane near Transit hub during midnight patrol during heat wave.,illegal_dumping
Pallet mountain with metal frames leaning on hydrant near Shopping arcade during weekend cleanup after parade.,bulk
Sorting bay with aluminum cans strewn across curb near Community garden during weekend cleanup after parade.,recyclables
Chemical tote with corrosive fluid leaking onto soil near Recreation center during late afternoon during market day.,hazardous
Grocery dumpster with rotting scraps left in sun near Downtown plaza during holiday weekend on foggy day.,organic
Battery tote with old laptops awaiting pickup near Suburban cul-de-sac during evening rush after parade.,e-waste
Construction sack with household junk burned in pit near Old Town during early morning following festival.,illegal_dumping
Pallet mountain with upholstery obstructing sidewalk near Harbor pier during noon inspection amid high winds.,bulk
Neighborhood bin with plastic bottles ignored by hauler near Suburban cul-de-sac during noon inspection during market day.,recyclables
Oil drum with toxic sludge stored without label near City park during late afternoon on foggy day.,hazardous
Grocery dumpster with leaf piles smelling strongly near Harbor pier during midnight patrol during heat wave.,organic
Battery tote with old laptops awaiting pickup near Warehouse district during evening rush amid high winds.,e-waste
Mattress heap with black bags blocking fire lane near Warehouse district during storm aftermath on foggy day.,illegal_dumping
Appliance stack with upholstery leaning on hydrant near City park during weekend cleanup after parade.,bulk
Drop-off cage with aluminum cans ignored by hauler near Campus edge during storm aftermath during heat wave.,recyclables
Chemical tote with acidic runoff leaking onto soil near Old Town during storm aftermath amid high winds.,hazardous
Grocery dumpster with meat waste blocking walkway near Tech campus during holiday weekend on foggy day.,organic
Printer stack with old laptops dumped beside alley near Campus edge during late afternoon during market day.,e-waste
Pickup truck load with household junk blocking fire lane near Suburban cul-de-sac during late afternoon amid high winds.,illegal_dumping
Timber bundle with drywall sheets crushing plants near Harbor pier during midnight patrol on foggy day.,bulk
Neighborhood bin with plastic bottles jammed and uncollected near Community garden during weekend cleanup following festival.,recyclables
Paint bucket with flammable mix emitting fumes near Bike lane near station during holiday weekend after parade.,hazardous
Compost bin with coffee grounds left in sun near Industrial park during holiday weekend during market day.,organic
Device crate with motherboards mixed with trash near Bike lane near station during storm aftermath after parade.,e-waste
Pickup truck load with household junk blocking fire lane near Transit hub during noon inspection on foggy day.,illegal_dumping
Timber bundle with upholstery encroaching roadway near Industrial park during holiday weekend after parade.,bulk
Curbside tote with cardboard flats contaminated with trash near Campus edge during evening rush during heat wave.,recyclables
Chemical tote with toxic sludge emitting fumes near Shopping arcade during late afternoon during heat wave.,hazardous
Yard bag stack with rotting scraps drawing pests near Riverbank during holiday weekend following festival.,organic
Monitor pile with lithium cells rusting outdoors near Tech campus during late afternoon after heavy rain.,e-waste
Contractor debris with household junk tossed behind fence near Bike lane near station during storm aftermath on foggy day.,illegal_dumping
Appliance stack with drywall sheets encroaching roadway near Bike lane near station during evening rush during heat wave.,bulk
Blue cart with plastic bottles jammed and uncollected near Community garden during noon inspection after parade.,recyclables
Battery crate with lab waste emitting fumes near Harbor pier during holiday weekend during heat wave.,hazardous
Grocery dumpster with meat waste mixed with litter near Bike lane near station during storm aftermath following festival.,organic
Server rack with lithium cells rusting outdoors near Transit hub during late afternoon amid high winds.,e-waste
Trash bag pile with black bags blocking fire lane near Old Town during midnight patrol after heavy rain.,illegal_dumping
Carpet roll with metal frames crushing plants near Industrial park during holiday weekend following festival.,bulk
Neighborhood bin with glass jars jammed and uncollected near Downtown plaza during storm aftermath after parade.,recyclables
Solvent barrel with toxic sludge leaking onto soil near Harbor pier during noon inspection during heat wave.,hazardous
Grocery dumpster with coffee grounds mixed with litter near Transit hub during evening rush during market day.,organic
Battery tote with cables awaiting pickup near Riverbank during storm aftermath during market day.,e-waste
Contractor debris with demolition scraps blocking fire lane near Industrial park during midnight patrol amid high winds.,illegal_dumping
Sofa set with metal frames leaning on hydrant near Industrial park during late afternoon during market day.,bulk
Curbside tote with glass jars jammed and uncollected near Shopping arcade during holiday weekend during heat wave.,recyclables
Oil drum with toxic sludge leaking onto soil near Harbor pier during early morning during heat wave.,hazardous
Food cart with leaf piles smelling strongly near Shopping arcade during holiday weekend during market day.,organic
Device crate with broken screens stacked without cover near Downtown plaza during holiday weekend during heat wave.,e-waste
Construction sack with site rubble spread across verge near Warehouse district during holiday weekend during market day.,illegal_dumping
Timber bundle with furniture leaning on hydrant near Downtown plaza during midnight patrol after parade.,bulk
Blue cart with cardboard flats contaminated with trash near Old Town during weekend cleanup after parade.,recyclables
Battery crate with corrosive fluid leaking onto soil near Tech campus during weekend cleanup amid high winds.,hazardous
Produce pallet with rotting scraps smelling strongly near Suburban cul-de-sac during late afternoon following festival.,organic
Battery tote with lithium cells awaiting pickup near Recreation center during noon inspection during heat wave.,e-waste
Contractor debris with demolition scraps tossed behind fence near Industrial park during holiday weekend during market day.,illegal_dumping
Appliance stack with drywall sheets obstructing sidewalk near Community garden during weekend cleanup after heavy rain.,bulk
Neighborhood bin with paper bundles overflowing onto sidewalk near Old Town during midnight patrol following festival.,recyclables
Battery crate with toxic sludge leaking onto soil near Downtown plaza during holiday weekend during market day.,hazardous
Food cart with rotting scraps smelling strongly near Old Town during holiday weekend after heavy rain.,organic
Monitor pile with broken screens awaiting pickup near Bike lane near station during evening rush during market day.,e-waste
Mattress heap with black bags abandoned overnight near Warehouse district during noon inspection after parade.,illegal_dumping
Appliance stack with furniture encroaching roadway near Warehouse district during evening rush on foggy day.,bulk
Neighborhood bin with glass jars ignored by hauler near Industrial park during holiday weekend during heat wave.,recyclables
Solvent barrel with flammable mix emitting fumes near Shopping arcade during holiday weekend on foggy day.,hazardous
Compost bin with meat waste smelling strongly near Suburban cul-de-sac during midnight patrol after parade.,organic
Printer stack with motherboards mixed with trash near Downtown plaza during storm aftermath during market day.,e-waste
Pickup truck load with demolition scraps blocking fire lane near Tech campus during weekend cleanup on foggy day.,illegal_dumping
Carpet roll with scrap lumber leaning on hydrant near Harbor pier during holiday weekend after parade.,bulk
Curbside tote with paper bundles jammed and uncollected near Campus edge during noon inspection after heavy rain.,recyclables
Solvent barrel with corrosive fluid leaking onto soil near Community garden during evening rush during heat wave.,hazardous
Produce pallet with rotting scraps mixed with litter near Transit hub during late afternoon after heavy rain.,organic
Battery tote with old laptops rusting outdoors near Shopping arcade during midnight patrol after heavy rain.,e-waste
Mattress heap with demolition scraps tossed behind fence near Downtown plaza during weekend cleanup during market day.,illegal_dumping
Sofa set with scrap lumber obstructing sidewalk near Warehouse district during storm aftermath after parade.,bulk
Blue cart with cardboard flats jammed and uncollected near Harbor pier during early morning during market day.,recyclables
Paint bucket with corrosive fluid seeping toward drain near Harbor pier during late afternoon after heavy rain.,hazardous
Grocery dumpster with coffee grounds smelling strongly near Transit hub during weekend cleanup following festival.,organic
Printer stack with old laptops mixed with trash near Shopping arcade during late afternoon after parade.,e-waste
Construction sack with black bags tossed behind fence near Old Town during evening rush following festival.,illegal_dumping
Carpet roll with drywall sheets leaning on hydrant near Harbor pier during holiday weekend on foggy day.,bulk
Curbside tote with paper bundles jammed and uncollected near Campus edge during storm aftermath after parade.,recyclables
Solvent barrel with toxic sludge knocked on its side near Harbor pier during weekend cleanup amid high winds.,hazardous
Food cart with coffee grounds mixed with litter near Campus edge during early morning during market day.,organic
Server rack with old laptops dumped beside alley near Harbor pier during evening rush on foggy day.,e-waste
Trash bag pile with household junk abandoned overnight near Community garden during noon inspection after heavy rain.,illegal_dumping
Carpet roll with upholstery left for weeks near City park during evening rush after heavy rain.,bulk
Neighborhood bin with paper bundles strewn across curb near Old Town during midnight patrol on foggy day.,recyclables
Chemical tote with flammable mix emitting fumes near Riverbank during storm aftermath following festival.,hazardous
Compost bin with leaf piles mixed with litter near Old Town during holiday weekend after parade.,organic
Printer stack with motherboards dumped beside alley near Shopping arcade during storm aftermath after heavy rain.,e-waste
Trash bag pile with site rubble spread across verge near Campus edge during late afternoon after parade.,illegal_dumping
Carpet roll with furniture encroaching roadway near Downtown plaza during midnight patrol following festival.,bulk
Drop-off cage with cardboard flats ignored by hauler near Old Town during noon inspection following festival.,recyclables
Chemical tote with corrosive fluid stored without label near Suburban cul-de-sac during late afternoon during heat wave.,hazardous
Food cart with coffee grounds smelling strongly near Old Town during noon inspection after heavy rain.,organic
Printer stack with broken screens rusting outdoors near Campus edge during midnight patrol after heavy rain.,e-waste
Contractor debris with black bags abandoned overnight near Tech campus during evening rush amid high winds.,illegal_dumping
Pallet mountain with scrap lumber left for weeks near Transit hub during weekend cleanup during heat wave.,bulk
Drop-off cage with glass jars jammed and uncollected near Bike lane near station during late afternoon after heavy rain.,recyclables
Battery crate with flammable mix emitting fumes near Transit hub during noon inspection on foggy day.,hazardous
Food cart with spoiled fruit blocking walkway near City park during holiday weekend following festival.,organic
Battery tote with broken screens stacked without cover near Transit hub during noon inspection during heat wave.,e-waste
Pickup truck load with mixed refuse abandoned overnight near City park during evening rush after parade.,illegal_dumping
Sofa set with drywall sheets obstructing sidewalk near Industrial park during holiday weekend amid high winds.,bulk
Drop-off cage with aluminum cans ignored by hauler near Transit hub during weekend cleanup following festival.,recyclables
Solvent barrel with acidic runoff knocked on its side near Shopping arcade during evening rush during market day.,hazardous
Yard bag stack with meat waste left in sun near Downtown plaza during midnight patrol during heat wave.,organic
Server rack with cables rusting outdoors near Industrial park during early morning amid high winds.,e-waste
Pickup truck load with black bags blocking fire lane near Bike lane near station during noon inspection after parade.,illegal_dumping
Sofa set with drywall sheets encroaching roadway near Transit hub during storm aftermath following festival.,bulk
Drop-off cage with glass jars ignored by hauler near Harbor pier during late afternoon during heat wave.,recyclables
Solvent barrel with acidic runoff knocked on its side near Recreation center during early morning after heavy rain.,hazardous
Grocery dumpster with leaf piles blocking walkway near Suburban cul-de-sac during storm aftermath during market day.,organic
Monitor pile with motherboards awaiting pickup near Warehouse district during midnight patrol during heat wave.,e-waste
Pickup truck load with site rubble spread across verge near Recreation center during early morning following festival.,illegal_dumping
Appliance stack with metal frames crushing plants near Recreation center during storm aftermath during market day.,bulk
Blue cart with glass jars ignored by hauler near Bike lane near station during weekend cleanup amid high winds.,recyclables
Solvent barrel with toxic sludge stored without label near Industrial park during noon inspection amid high winds.,hazardous
Produce pallet with spoiled fruit left in sun near Harbor pier during weekend cleanup after parade.,organic
Server rack with old laptops stacked without cover near Campus edge during evening rush during market day.,e-waste
Trash bag pile with mixed refuse burned in pit near Harbor pier during late afternoon during heat wave.,illegal_dumping
Appliance stack with furniture crushing plants near Recreation center during storm aftermath amid high winds.,bulk
Neighborhood bin with paper bundles strewn across curb near Tech campus during weekend cleanup after heavy rain.,recyclables
Chemical tote with corrosive fluid knocked on its side near City park during midnight patrol following festival.,hazardous
Grocery dumpster with spoiled fruit smelling strongly near Bike lane near station during early morning on foggy day.,organic
Battery tote with cables rusting outdoors near Community garden during holiday weekend during market day.,e-waste
Mattress heap with black bags spread across verge near Suburban cul-de-sac during evening rush during heat wave.,illegal_dumping
Appliance stack with furniture encroaching roadway near Tech campus during early morning on foggy day.,bulk
Sorting bay with aluminum cans strewn across curb near Riverbank during evening rush amid high winds.,recyclables
Paint bucket with acidic runoff seeping toward drain near Campus edge during storm aftermath after parade.,hazardous
Grocery dumpster with coffee grounds blocking walkway near Campus edge during early morning following festival.,organic
Battery tote with lithium cells dumped beside alley near Recreation center during weekend cleanup following festival.,e-waste
Pickup truck load with demolition scraps spread across verge near Harbor pier during early morning during heat wave.,illegal_dumping
Pallet mountain with scrap lumber crushing plants near Tech campus during midnight patrol amid high winds.,bulk
Neighborhood bin with paper bundles ignored by hauler near Recreation center during early morning during market day.,recyclables
Battery crate with acidic runoff leaking onto soil near Shopping arcade during late afternoon during heat wave.,hazardous
Yard bag stack with coffee grounds blocking walkway near Suburban cul-de-sac during early morning during heat wave.,organic
Printer stack with cables mixed with trash near Riverbank during midnight patrol on foggy day.,e-waste
Pickup truck load with mixed refuse tossed behind fence near Shopping arcade during holiday weekend during market day.,illegal_dumping
Sofa set with upholstery encroaching roadway near Shopping arcade during evening rush amid high winds.,bulk
Blue cart with aluminum cans jammed and uncollected near City park during evening rush during heat wave.,recyclables
Chemical tote with corrosive fluid stored without label near Industrial park during midnight patrol during market day.,hazardous
Food cart with spoiled fruit drawing pests near Recreation center during evening rush during heat wave.,organic
Printer stack with motherboards dumped beside alley near Suburban cul-de-sac during holiday weekend after parade.,e-waste
Contractor debris with mixed refuse burned in pit near Recreation center during holiday weekend during heat wave.,illegal_dumping
Carpet roll with scrap lumber encroaching roadway near Campus edge during holiday weekend after heavy rain.,bulk
Sorting bay with cardboard flats jammed and uncollected near City park during weekend cleanup after heavy rain.,recyclables
Chemical tote with corrosive fluid emitting fumes near Downtown plaza during evening rush after parade.,hazardous
Grocery dumpster with meat waste blocking walkway near Warehouse district during late afternoon after heavy rain.,organic
Battery tote with cables stacked without cover near Bike lane near station during midnight patrol following festival.,e-waste
Construction sack with demolition scraps blocking fire lane near Recreation center during early morning after heavy rain.,illegal_dumping
Timber bundle with drywall sheets encroaching roadway near Community garden during late afternoon after parade.,bulk
Curbside tote with plastic bottles jammed and uncollected near Suburban cul-de-sac during evening rush after heavy rain.,recyclables
Paint bucket with lab waste stored without label near Harbor pier during weekend cleanup during market day.,hazardous
Grocery dumpster with rotting scraps drawing pests near City park during late afternoon amid high winds.,organic
Battery tote with old laptops awaiting pickup near Industrial park during noon inspection during heat wave.,e-waste
Contractor debris with black bags spread across verge near Tech campus during evening rush following festival.,illegal_dumping
Timber bundle with metal frames obstructing sidewalk near Riverbank during early morning amid high winds.,bulk
Sorting bay with cardboard flats contaminated with trash near Campus edge during early morning on foggy day.,recyclables
Solvent barrel with toxic sludge leaking onto soil near Bike lane near station during weekend cleanup during market day.,hazardous
Food cart with rotting scraps blocking walkway near Industrial park during noon inspection after parade.,organic
Monitor pile with motherboards awaiting pickup near Campus edge during early morning after parade.,e-waste
Mattress heap with site rubble blocking fire lane near Recreation center during holiday weekend amid high winds.,illegal_dumping
Appliance stack with scrap lumber leaning on hydrant near Bike lane near station during holiday weekend after parade.,bulk
Neighborhood bin with glass jars overflowing onto sidewalk near Community garden during midnight patrol following festival.,recyclables
Solvent barrel with lab waste leaking onto soil near Transit hub during noon inspection after parade.,hazardous
Compost bin with spoiled fruit blocking walkway near Community garden during early morning on foggy day.,organic
Printer stack with cables rusting outdoors near City park during storm aftermath during heat wave.,e-waste
Trash bag pile with site rubble tossed behind fence near Industrial park during storm aftermath after heavy rain.,illegal_dumping
Appliance stack with drywall sheets encroaching roadway near Community garden during midnight patrol during heat wave.,bulk
Sorting bay with plastic bottles jammed and uncollected near Tech campus during early morning after parade.,recyclables
Oil drum with acidic runoff knocked on its side near Downtown plaza during holiday weekend following festival.,hazardous
Produce pallet with leaf piles mixed with litter near Shopping arcade during midnight patrol after parade.,organic
Device crate with broken screens rusting outdoors near Bike lane near station during evening rush during heat wave.,e-waste
Construction sack with black bags burned in pit near Riverbank during early morning on foggy day.,illegal_dumping
Carpet roll with furniture crushing plants near Suburban cul-de-sac during early morning after heavy rain.,bulk
Blue cart with cardboard flats jammed and uncollected near Bike lane near station during weekend cleanup on foggy day.,recyclables
Chemical tote with flammable mix emitting fumes near Harbor pier during noon inspection after parade.,hazardous
Compost bin with leaf piles smelling strongly near Old Town during midnight patrol after heavy rain.,organic
Printer stack with old laptops rusting outdoors near Riverbank during weekend cleanup following festival.,e-waste
Contractor debris with site rubble blocking fire lane near Old Town during midnight patrol following festival.,illegal_dumping
Appliance stack with furniture crushing plants near City park during noon inspection following festival.,bulk
Blue cart with aluminum cans overflowing onto sidewalk near Suburban cul-de-sac during early morning after heavy rain.,recyclables
Oil drum with corrosive fluid stored without label near Campus edge during evening rush during market day.,hazardous
Grocery dumpster with leaf piles blocking walkway near Warehouse district during weekend cleanup during market day.,organic
Battery tote with old laptops stacked without cover near Riverbank during holiday weekend after heavy rain.,e-waste
Trash bag pile with black bags spread across verge near Transit hub during weekend cleanup during heat wave.,illegal_dumping
Timber bundle with scrap lumber leaning on hydrant near Shopping arcade during noon inspection after parade.,bulk
Neighborhood bin with glass jars overflowing onto sidewalk near Riverbank during holiday weekend after heavy rain.,recyclables
Battery crate with acidic runoff seeping toward drain near Industrial park during noon inspection following festival.,hazardous
Grocery dumpster with rotting scraps mixed with litter near Community garden during late afternoon on foggy day.,organic
Server rack with old laptops mixed with trash near Campus edge during storm aftermath during heat wave.,e-waste
Contractor debris with household junk spread across verge near Campus edge during late afternoon on foggy day.,illegal_dumping
Carpet roll with scrap lumber encroaching roadway near City park during noon inspection following festival.,bulk
Sorting bay with plastic bottles ignored by hauler near Community garden during holiday weekend after heavy rain.,recyclables
Paint bucket with lab waste leaking onto soil near Community garden during holiday weekend during heat wave.,hazardous
Yard bag stack with rotting scraps left in sun near Riverbank during storm aftermath on foggy day.,organic
Monitor pile with broken screens stacked without cover near Community garden during evening rush following festival.,e-waste
Mattress heap with household junk spread across verge near Harbor pier during midnight patrol amid high winds.,illegal_dumping
Appliance stack with metal frames crushing plants near Industrial park during midnight patrol amid high winds.,bulk
Blue cart with cardboard flats overflowing onto sidewalk near City park during storm aftermath after parade.,recyclables
Paint bucket with corrosive fluid emitting fumes near Recreation center during early morning after heavy rain.,hazardous
Compost bin with leaf piles drawing pests near Transit hub during storm aftermath during market day.,organic
Server rack with lithium cells mixed with trash near Campus edge during storm aftermath following festival.,e-waste
Mattress heap with black bags abandoned overnight near Transit hub during storm aftermath after parade.,illegal_dumping
Pallet mountain with metal frames crushing plants near Community garden during evening rush during heat wave.,bulk
Blue cart with plastic bottles strewn across curb near Shopping arcade during holiday weekend during market day.,recyclables
Chemical tote with corrosive fluid seeping toward drain near Bike lane near station during storm aftermath after parade.,hazardous
Grocery dumpster with coffee grounds left in sun near Old Town during holiday weekend following festival.,organic
Printer stack with lithium cells mixed with trash near Warehouse district during weekend cleanup during heat wave.,e-waste
Contractor debris with mixed refuse burned in pit near Suburban cul-de-sac during weekend cleanup during market day.,illegal_dumping
Pallet mountain with upholstery left for weeks near Warehouse district during early morning after heavy rain.,bulk
Drop-off cage with plastic bottles ignored by hauler near Suburban cul-de-sac during late afternoon during heat wave.,recyclables
Battery crate with lab waste leaking onto soil near Harbor pier during late afternoon during heat wave.,hazardous
Compost bin with meat waste left in sun near Industrial park during early morning on foggy day.,organic
Battery tote with lithium cells rusting outdoors near Recreation center during holiday weekend following festival.,e-waste
Construction sack with site rubble blocking fire lane near Industrial park during evening rush after heavy rain.,illegal_dumping
Carpet roll with drywall sheets obstructing sidewalk near Bike lane near station during holiday weekend following festival.,bulk
Curbside tote with plastic bottles jammed and uncollected near Tech campus during early morning on foggy day.,recyclables
Oil drum with toxic sludge knocked on its side near Riverbank during midnight patrol on foggy day.,hazardous
Grocery dumpster with leaf piles blocking walkway near Community garden during midnight patrol after heavy rain.,organic
Printer stack with cables rusting outdoors near Shopping arcade during evening rush during market day.,e-waste
Trash bag pile with household junk blocking fire lane near Tech campus during weekend cleanup amid high winds.,illegal_dumping
Carpet roll with furniture crushing plants near Riverbank during evening rush following festival.,bulk
Neighborhood bin with glass jars contaminated with trash near Transit hub during holiday weekend during market day.,recyclables
Chemical tote with lab waste emitting fumes near Downtown plaza during midnight patrol after parade.,hazardous
Compost bin with spoiled fruit mixed with litter near Campus edge during holiday weekend on foggy day.,organic
Printer stack with cables mixed with trash near Bike lane near station during storm aftermath amid high winds.,e-waste
Mattress heap with demolition scraps spread across verge near Downtown plaza during midnight patrol after parade.,illegal_dumping
Pallet mountain with drywall sheets left for weeks near Bike lane near station during early morning after heavy rain.,bulk
Neighborhood bin with cardboard flats jammed and uncollected near Warehouse district during midnight patrol on foggy day.,recyclables
Paint bucket with lab waste stored without label near Suburban cul-de-sac during weekend cleanup during market day.,hazardous
Grocery dumpster with leaf piles smelling strongly near Warehouse district during early morning during market day.,organic
Monitor pile with broken screens mixed with trash near Riverbank during late afternoon during market day.,e-waste
Trash bag pile with household junk blocking fire lane near Industrial park during weekend cleanup after heavy rain.,illegal_dumping
Carpet roll with furniture obstructing sidewalk near City park during weekend cleanup following festival.,bulk
Blue cart with plastic bottles ignored by hauler near Old Town during storm aftermath during market day.,recyclables
Oil drum with toxic sludge emitting fumes near Industrial park during holiday weekend during market day.,hazardous
Yard bag stack with leaf piles mixed with litter near Shopping arcade during noon inspection on foggy day.,organic
Monitor pile with motherboards dumped beside alley near Campus edge during storm aftermath on foggy day.,e-waste
